file_number,category,doc_type,order_date,fsa,primary_amount,amount_type,monthly_rent,rent_pattern,months_of_rent_owed,hearing_date,hearing_sentence_found,landlord_attended,tenant_attended,landlord_represented,tenant_represented,explicit_non_attendance,extraction_method,notes
LTB-L-078664-25,L1,Order,2026-01-06,M3A,12271.6,arrears,,,,"December 10, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078665-25,L1,Order,2026-01-07,N8T,,,,,,"December 4, 2025",True,True,False,True,,True,text,no dollar amount found
LTB-L-078730-25,L1,Review Order,2026-03-10,L2M,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-078770-25,L1,Order,2026-05-15,K7M,1395.46,arrears,1220.57,pattern_1,1.14,"May 7, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078782-25,L1,Review Order,2026-02-09,M2J,12527.41,arrears,1790.62,pattern_1,7.0,"December 9, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078821-25,L1,Order,2026-01-05,M3N,217.8,arrears,1370.48,pattern_2,0.16,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078990-25,L1,Order,2026-02-20,L8M,15486.0,arrears,800.0,pattern_1,19.36,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079040-25,L1,Order,2026-03-06,K2B,567.37,arrears,,,,"February 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079048-25,L1,Order,2026-01-22,L9G,750.0,ambiguous-max,1250.0,pattern_1,0.6,"January 7, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-079169-25,L1,Order,2026-01-09,L6M,,,,,,"December 22, 2025",True,True,True,False,False,False,text,no dollar amount found
LTB-L-079178-25,L1,Order,2026-04-23,K6H,,,,,,"April 20, 2026",False,,,,,True,text,no dollar amount found
LTB-L-079202-25,L1,Review Order,2026-02-09,N5A,,,,,,"February 5, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-079256-25,L1,Order,2026-01-07,M9M,9642.31,arrears,2500.0,pattern_1,3.86,"December 4, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079277-25,L1,Order,2026-01-08,L1G,1233.14,stated_total,1233.14,pattern_1,1.0,"December 9, 2025",True,True,True,True,False,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-079283-25,L1,Order,2026-03-03,M6M,19781.56,arrears,2500.0,pattern_1,7.91,"February 26, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079293-25,L1,Amended Order,2026-01-13,L8E,389.0,arrears,,,,"December 2, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079357-25,L1,Order,2026-01-06,L1G,,,,,,"December 9, 2025",True,False,True,,True,False,text,no dollar amount found
LTB-L-079357-25,L1,Review Order,2026-02-26,L1G,,,,,,"December 9, 2025",True,False,True,,True,False,text,no dollar amount found
LTB-L-079442-25,L1,Review Order,2026-03-18,M4Y,,,,,,"December 9, 2025",False,,,,,True,text,no dollar amount found
LTB-L-079471-25,L1,Order,2026-03-09,L1K,17750.46,arrears,2700.0,pattern_1,6.57,"February 26, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079505-25,L1,Order,2026-03-11,N2R,24628.17,arrears,3000.0,pattern_1,8.21,"March 3, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079605-25,L1,Review Order,2026-02-25,M1G,,,,,,"December 3, 2025",True,True,False,True,,True,text,no dollar amount found
LTB-L-079647-25,L1,Order,2026-01-05,L3W,,,,,,"February 10, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-079647-25,L1,Review Order,2026-02-12,L3W,,,,,,"February 10, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-080003-25,L1,Order,2026-01-06,M9N,2287.96,arrears,,,,"December 16, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080086-25,L1,Order,2026-01-07,K7K,2299.3,arrears,1009.15,pattern_1,2.28,"December 17, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080162-25,L1,Order,2026-01-05,L6Y,5790.8,arrears,1063.0,pattern_1,5.45,"December 8, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080293-25,L1,Amended Order,2026-01-16,M8W,5062.1,arrears,,,,"December 3, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080339-25,L1,Review Order,2026-02-06,L0S,11636.98,arrears,1800.0,pattern_1,6.46,"January 28, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080396-25,L1,Order,2026-01-07,M1K,10088.88,arrears,,,,"December 17, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080401-25,L1,Review Order,2026-02-02,N6K,,,,,,"January 29, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-080493-25,L1,Review Order,2026-01-12,M5T,,,,,,,True,False,True,,False,False,text,no dollar amount found
LTB-L-080498-25,L1,Order,2026-01-08,M1J,3412.06,arrears,1456.88,pattern_2,2.34,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080596-25,L1,Review Order,2026-01-14,N6H,,,,,,"January 7, 2026",True,True,True,False,False,False,text,no dollar amount found
LTB-L-080626-25,L1,Order,2026-01-07,M9N,757.55,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080628-25,L1,Review Order,2026-01-15,L8M,10000.0,arrears,,,,"January 7, 2026",True,True,True,False,False,True,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-080711-25,L1,Order,2026-03-12,L4Y,2471.0,arrears,2350.0,pattern_1,1.05,"March 5, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080718-25,L1,Review Order,2026-01-06,M1S,,,,,,,False,,,,,True,text,no dollar amount found
LTB-L-080723-25,L1,Order,2026-05-05,N4K,14069.58,arrears,1941.88,pattern_2,7.25,"April 30, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080749-25,L1,Order,2026-01-09,N7L,2109.91,arrears,902.38,pattern_1,2.34,"December 4, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080768-25,L1,Order,2026-02-05,P4N,12886.0,arrears,900.0,pattern_1,14.32,"January 15, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080772-25,L1,Order,2026-01-05,N7L,4996.2,arrears,1465.32,pattern_1,3.41,"December 4, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080795-25,L1,Order,2026-01-07,M6H,299.95,arrears,2818.75,pattern_2,0.11,"December 8, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080846-25,L1,Order,2026-01-07,L4R,,,1841.09,pattern_1,,"December 10, 2025",False,,,,,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-080865-25,L1,Review Order,2026-02-05,N4K,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-080869-25,L1,Order,2026-04-17,L6P,23400.0,arrears,1800.0,pattern_1,13.0,"April 13, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080871-25,L1,Order,2026-02-05,L1C,43385.57,arrears,3200.0,pattern_1,13.56,"December 8, 2025",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080873-25,L1,Order,2026-01-06,M9W,6071.23,arrears,1884.55,pattern_1,3.22,"December 4, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080909-25,L1,Review Order,2026-02-27,K1S,,,,,,"February 25, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-080909-25,L1,Order,2026-01-05,K1S,,,,,,"February 25, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-080981-25,L1,Review Order,2026-03-16,M9A,,,,,,"February 11, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-080984-25,L1,Order,2026-01-22,M1R,5629.8,arrears,1360.95,pattern_1,4.14,"December 16, 2025",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081062-25,L1,Order,2026-01-05,L0E,10486.0,arrears,3150.0,pattern_1,3.33,"December 8, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081085-25,L1,Order,2026-01-07,M9N,2126.16,arrears,1270.76,pattern_1,1.67,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081120-25,L1,Order,2026-01-09,M1R,4502.25,arrears,1014.6,pattern_1,4.44,"December 8, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081125-25,L1,Order,2026-01-07,L5G,1970.11,arrears,1624.27,pattern_1,1.21,"December 18, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081147-25,L1,Order,2026-01-08,M2R,,,,,,"December 18, 2025",True,True,True,True,False,False,text,no dollar amount found
LTB-L-081161-25,L1,Order,2026-01-05,M5A,9184.96,arrears,2381.57,pattern_2,3.86,"December 18, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081169-25,L1,Order,2026-01-09,M5A,3697.0,arrears,1727.5,pattern_1,2.14,"December 17, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081202-25,L1,Order,2026-01-07,L4M,6995.79,arrears,3000.0,pattern_1,2.33,"December 9, 2025",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081263-25,L1,Review Order,2026-01-27,L0R,12461.4,arrears,2045.9,pattern_1,6.09,"January 22, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081270-25,L1,Order,2026-01-09,K1G,3983.84,arrears,1738.24,pattern_1,2.29,"December 8, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081302-25,L1,Order,2026-02-23,M4B,17736.0,arrears,2700.0,pattern_1,6.57,"January 14, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081329-25,L1,Review Order,2026-04-10,M9N,,,,,,"March 23, 2026",False,,,,,True,text,no dollar amount found
LTB-L-081341-25,L1,Order,2026-02-02,L8W,,,,,,,True,True,True,False,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-081356-25,L1,Order,2026-01-07,M2J,15943.31,arrears,1961.7,pattern_1,8.13,"December 16, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081399-25,L1,Order,2026-01-09,L1K,17707.9,arrears,3840.0,pattern_1,4.61,"December 10, 2025",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081410-25,L1,Order,2026-01-09,K0A,946.0,arrears,236.0,pattern_1,4.01,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081448-25,L1,Order,2026-03-12,P7B,8052.15,arrears,1029.0,pattern_1,7.83,"March 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081461-25,L1,Order,2026-01-05,L1J,22172.3,arrears,3000.0,pattern_1,7.39,"December 10, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081528-25,L1,Order,2026-01-08,N1R,186.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081554-25,L1,Order,2026-05-19,P7E,5862.91,arrears,1428.23,pattern_1,4.11,"May 11, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081563-25,L1,Order,2026-05-26,N3H,,,,,,"May 11, 2026",False,,,,,True,text,no dollar amount found
LTB-L-081597-25,L1,Order,2026-01-08,K0H,7186.0,arrears,3000.0,pattern_1,2.4,"December 22, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081611-25,L1,Order,2026-01-05,L6T,4383.52,arrears,1663.14,pattern_1,2.64,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081626-25,L1,Review Order,2026-03-11,N9A,6378.2,arrears,457.0,pattern_1,13.96,"December 10, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081626-25,L1,Order,2026-01-07,N9A,6378.2,arrears,457.0,pattern_1,13.96,"December 10, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081684-24,L1,Order,2026-01-27,K6H,7129.07,arrears,1607.45,pattern_2,4.44,"January 22, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081716-25,L1,Order,2026-01-07,L5B,4053.09,arrears,2125.55,pattern_1,1.91,"December 9, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081722-25,L1,Order,2026-01-05,L5B,,,,,,"December 9, 2025",True,True,True,True,True,False,text,no dollar amount found
LTB-L-081737-25,L1,Order,2026-01-08,L6T,7644.3,arrears,1550.7,pattern_1,4.93,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081738-25,L1,Order,2026-01-08,L6T,,,,,,"December 22, 2025",True,True,True,True,False,False,text,no dollar amount found
LTB-L-081759-25,L1,Order,2026-03-05,P0T,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-081770-25,L1,Order,2026-02-13,P0T,,,,,,"February 9, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-081912-25,L1,Order,2026-01-12,M6K,13234.0,arrears,1749.0,pattern_1,7.57,"January 6, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081916-25,L1,Order,2026-01-07,M3A,3067.52,arrears,1440.78,pattern_1,2.13,"December 18, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081926-25,L1,Order,2026-03-06,K1Y,15127.0,arrears,1238.0,pattern_1,12.22,"February 24, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081926-25,L1,Order,2026-03-06,K1Y,15127.0,arrears,1238.0,pattern_1,12.22,"February 24, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081939-25,L1,Order,2026-02-13,M3J,,,,,,"February 9, 2026",False,,,,,True,text,no dollar amount found
LTB-L-081963-25,L1,Order,2026-01-06,L4G,3586.0,arrears,,,,"December 11, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081967-25,L1,Order,2026-01-08,M1T,2502.47,arrears,2261.33,pattern_1,1.11,"December 18, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081968-25,L1,Order,2026-01-08,K6V,3838.3,arrears,1792.72,pattern_2,2.14,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081973-25,L1,Order,2026-01-15,M3J,2683.91,arrears,1839.5,pattern_1,1.46,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081998-25,L1,Order,2026-01-15,M3J,4875.72,arrears,1705.08,pattern_1,2.86,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082002-25,L1,Order,2026-01-05,M3C,1456.2,arrears,1269.6,pattern_1,1.15,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082040-25,L1,Order,2026-01-09,M2J,7358.07,arrears,,,,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-082184-25,L1,Order,2026-01-13,M9A,10829.06,arrears,1488.79,pattern_1,7.27,"January 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082192-25,L1,Order,2026-01-05,N2L,1970.92,arrears,1815.0,pattern_2,1.09,"December 17, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082207-25,L1,Order,2026-02-19,M1P,10863.61,arrears,1835.93,pattern_1,5.92,"February 12, 2026",True,True,False,True,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082210-25,L1,Order,2026-01-09,M3M,8478.88,arrears,1476.82,pattern_1,5.74,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082245-25,L1,Order,2026-01-07,M1W,6245.74,arrears,2798.25,pattern_2,2.23,"December 15, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082260-25,L1,Order,2026-01-16,L4R,11490.6,arrears,2400.0,pattern_1,4.79,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082273-25,L1,Order,2026-01-13,M4K,202.58,arrears,2043.38,pattern_2,0.1,"January 6, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082342-25,L1,Order,2026-01-05,L1G,5776.23,arrears,1302.31,pattern_1,4.44,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082390-25,L1,Order,2026-01-09,K9J,4890.47,arrears,1561.49,pattern_1,3.13,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082462-25,L1,Order,2026-01-12,L7L,806.0,arrears,,,,"December 22, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082505-25,L1,Order,2026-01-07,M4Y,24367.66,arrears,1930.75,pattern_1,12.62,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082506-25,L1,Order,2026-01-07,M4Y,9773.73,arrears,1471.23,pattern_1,6.64,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082531-23,L1,Order,2026-03-23,M4Y,7700.0,arrears,,,,,True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082601-25,L1,Order,2026-03-16,M6H,38361.0,arrears,,,,"March 5, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082617-25,L1,Order,2026-01-08,M1K,6849.76,arrears,,,,"December 22, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082626-25,L1,Order,2026-01-07,K1G,12378.4,arrears,1466.0,pattern_1,8.44,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082687-25,L1,Order,2026-01-08,L4M,6030.15,arrears,800.0,pattern_1,7.54,"December 10, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082712-25,L1,Order,2026-04-27,L6A,50886.0,arrears,5300.0,pattern_1,9.6,"April 16, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082912-25,L1,Order,2026-01-05,K1K,6284.96,arrears,1000.0,pattern_1,6.28,"December 17, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082943-25,L1,Order,2026-01-13,M3A,28309.52,arrears,2306.25,pattern_1,12.28,"January 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082963-25,L1,Amended Order,2026-01-13,K1R,3451.0,arrears,,,,"December 16, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082976-25,L1,Order,2026-01-07,P2A,1836.52,arrears,640.0,pattern_2,2.87,"December 15, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-082990-25,L1,Order,2026-01-23,K2A,,,,,,"January 19, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-083030-25,L1,Order,2026-01-09,M3N,3386.96,arrears,,,,"December 18, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083055-25,L1,Order,2026-01-07,N3T,7736.0,arrears,,,,"December 18, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083069-25,L1,Order,2026-01-09,L1R,1113.0,arrears,333.0,pattern_1,3.34,"December 17, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083075-25,L1,Order,2026-01-07,L3V,6594.18,arrears,2500.0,pattern_1,2.64,"December 22, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083199-25,L1,Order,2026-01-16,K1R,8106.76,arrears,600.0,pattern_1,13.51,"January 7, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083201-25,L1,Order,2026-01-05,M2J,4037.89,arrears,1399.5,pattern_1,2.89,"December 18, 2025",True,True,True,True,True,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083215-25,L1,Order,2026-01-07,L4T,,,,,,"December 17, 2025",True,True,False,False,,True,text,no dollar amount found
LTB-L-083230-25,L1,Order,2026-01-20,N7W,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-083238-25,L1,Order,2026-05-07,K9J,12786.0,arrears,1300.0,pattern_1,9.84,"April 30, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083246-25,L1,ExParte Order,2026-01-28,L5G,9311.0,other,,,,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-083272-25,L1,Order,2026-01-19,K2K,1978.79,arrears,1589.24,pattern_1,1.25,"January 12, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083314-25,L1,Order,2026-01-20,M3L,922.94,arrears,1295.1,pattern_2,0.71,"January 7, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083347-25,L1,Order,2026-01-15,M1J,199.68,arrears,1562.1,pattern_1,0.13,"January 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083379-25,L1,Order,2026-01-09,K1Z,3026.23,arrears,,,,"December 16, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083387-25,L1,Order,2026-01-15,L6W,,,,,,"January 6, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-083397-25,L1,Order,2026-01-15,L8K,,,,,,"January 6, 2026",True,False,True,,False,False,text,no dollar amount found
LTB-L-083465-25,L1,Order,2026-01-07,K1Z,379.31,arrears,1721.93,pattern_2,0.22,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083471-25,L1,ExParte Order,2026-01-06,M9V,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-083473-25,L1,Order,2026-01-13,M6L,12547.56,arrears,,,,"January 7, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083482-25,L1,Order,2026-01-12,M4B,,,,,,"January 8, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-083487-25,L1,Order,2026-01-07,K2C,1181.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083514-25,L1,Order,2026-01-13,K0L,1041.0,arrears,,,,"January 6, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083577-25,L1,Order,2026-01-14,M4G,39691.0,arrears,4385.0,pattern_1,9.05,"January 5, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083617-25,L1,Order,2026-01-30,M8Y,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-083657-25,L1,Order,2026-01-08,M9P,6180.21,arrears,1980.21,pattern_1,3.12,"December 17, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083658-25,L1,Order,2026-01-08,M9P,1052.56,arrears,,,,"December 17, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083679-25,L1,Order,2026-01-09,M4V,,,,,,"December 22, 2025",True,True,False,True,,True,text,no dollar amount found
LTB-L-083685-25,L1,Order,2026-01-07,L1G,3057.71,arrears,1896.25,pattern_1,1.61,"December 16, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083702-25,L1,Order,2026-01-06,N1R,4131.0,arrears,1315.0,pattern_1,3.14,"December 17, 2025",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083712-25,L1,Order,2026-01-12,M2R,10118.0,arrears,2706.0,pattern_1,3.74,"January 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083719-25,L1,Order,2026-01-09,N3R,5956.55,arrears,1852.64,pattern_1,3.22,"January 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083750-25,L1,Order,2026-01-09,M5V,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-083757-25,L1,Order,2026-01-08,M3A,6856.55,arrears,1684.11,pattern_1,4.07,"December 22, 2025",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083784-25,L1,Order,2026-01-13,M6H,7088.45,arrears,1720.49,pattern_1,4.12,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083862-25,L1,Order,2026-01-12,L1H,5789.02,arrears,1749.0,pattern_1,3.31,"January 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083880-25,L1,Order,2026-01-23,L1J,4960.81,arrears,1581.64,pattern_1,3.14,"January 7, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083900-25,L1,Order,2026-01-16,M3C,6338.0,arrears,1678.59,pattern_1,3.78,"January 8, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083906-25,L1,Order,2026-01-14,M3C,1341.95,arrears,1405.31,pattern_1,0.95,"January 8, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083924-25,L1,Order,2026-01-06,K2A,,,,,,"December 18, 2025",True,True,True,True,False,False,text,no dollar amount found
