file_number,category,doc_type,order_date,fsa,primary_amount,amount_type,monthly_rent,rent_pattern,months_of_rent_owed,hearing_date,hearing_sentence_found,landlord_attended,tenant_attended,landlord_represented,tenant_represented,explicit_non_attendance,extraction_method,notes
LTB-L-007259-26,L1,Order,2026-04-17,L9K,,,,,,"April 7, 2026",False,,,,,True,text,no dollar amount found
LTB-L-007280-26,L1,Order,2026-04-10,N9A,2404.31,arrears,1095.0,pattern_1,2.2,"April 1, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007292-26,L1,Order,2026-04-08,L6Y,,,,,,"April 2, 2026",True,True,True,False,False,False,text,no dollar amount found
LTB-L-007297-26,L1,Order,2026-04-02,N9A,3355.19,arrears,,,,"April 1, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007316-26,L1,ExParte Order,2026-04-01,L8R,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-007317-26,L1,Order,2026-04-09,P2N,5439.34,arrears,1050.62,pattern_1,5.18,"April 1, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007325-26,L1,Order,2026-04-15,N5W,2144.0,arrears,2000.0,pattern_2,1.07,"April 1, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007328-26,L1,ExParte Order,2026-04-09,M4S,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-007337-26,L1,Order,2026-04-09,N4S,33919.05,arrears,2750.0,pattern_1,12.33,"April 1, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007359-26,L1,Order,2026-05-29,M4C,7861.38,arrears,3011.58,pattern_1,2.61,"April 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007367-26,L1,Order,2026-04-16,M3H,3206.59,arrears,1874.65,pattern_1,1.71,"April 1, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007415-26,L1,Order,2026-04-23,N9B,13276.0,arrears,2255.0,pattern_1,5.89,"April 7, 2026",True,True,True,False,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007456-26,L1,Order,2026-04-29,L7M,2146.0,arrears,,,,"April 13, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007460-26,L1,ExParte Order,2026-02-27,L1J,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-007498-26,L1,ExParte Order,2026-03-31,L8P,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-007501-26,L1,Amended Order,2026-04-30,P1B,2663.54,arrears,767.0,pattern_1,3.47,"April 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007508-26,L1,Order,2026-04-16,N6H,4598.0,arrears,,,,"April 8, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007535-23,L1,Order,2026-01-07,L0K,30868.93,arrears,4150.0,pattern_2,7.44,"July 18, 2025",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007535-23,L1,Amended Order,2026-01-30,L0K,30868.93,arrears,4150.0,pattern_2,7.44,"July 18, 2025",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007576-26,L1,ExParte Order,2026-03-25,M5N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-007578-26,L1,Order,2026-05-07,N8Y,4090.5,arrears,1300.0,pattern_1,3.15,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007582-26,L1,Order,2026-04-13,L5J,,,,,,"April 9, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-007598-26,L1,Order,2026-04-16,L3V,4086.0,arrears,,,,"April 02, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007603-26,L1,ExParte Order,2026-03-18,L4T,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-007612-26,L1,Order,2026-04-13,L7R,5865.1,arrears,2162.23,pattern_1,2.71,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007628-26,L1,Order,2026-04-23,K0C,,,,,,"April 15, 2026",False,,,,,True,text,no dollar amount found
LTB-L-007638-26,L1,Order,2026-04-09,N7L,3006.97,arrears,,,,"April 1, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007641-26,L1,ExParte Order,2026-03-18,L4T,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-007645-26,L1,Order,2026-04-22,L8M,9796.45,arrears,1818.0,pattern_1,5.39,"April 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007654-26,L1,Order,2026-04-21,M9C,,,,,,,True,True,True,True,False,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-007693-26,L1,Order,2026-04-14,M3H,3953.37,arrears,1830.0,pattern_1,2.16,"April 2, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007699-26,L1,Order,2026-04-17,M3J,3996.0,arrears,,,,"April 8, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007704-26,L1,Order,2026-04-14,L9Z,,,,,,"April 8, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-007741-26,L1,Amended Order,2026-05-04,M5A,8986.0,arrears,2550.0,pattern_2,3.52,"April 7, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007796-26,L1,Order,2026-04-22,K2H,,,,,,"April 15, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-007798-26,L1,Order,2026-04-23,K2P,3916.12,arrears,,,,"April 16, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007815-26,L1,Order,2026-04-08,K2B,2080.0,arrears,,,,"April 2, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007825-26,L1,Order,2026-04-15,N8W,4186.0,arrears,1500.0,pattern_1,2.79,"April 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007827-26,L1,Order,2026-04-16,P6C,4090.62,arrears,1200.0,pattern_1,3.41,"April 8, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007837-26,L1,Order,2026-04-30,L8N,6029.15,arrears,2146.01,pattern_2,2.81,"April 15, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007865-26,L1,Order,2026-04-15,L8N,2222.74,arrears,1109.31,pattern_1,2.0,"April 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007877-26,L1,Order,2026-05-07,M5A,,,,,,"April 14, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-007881-26,L1,Order,2026-04-13,L2A,25761.0,arrears,775.0,pattern_1,33.24,"April 2, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007895-26,L1,Order,2026-04-29,L4N,11715.0,arrears,2131.5,pattern_1,5.5,"April 14, 2026",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007906-26,L1,Order,2026-05-27,L8K,,,,,,"April 8, 2026",True,True,False,False,,True,text,no dollar amount found
LTB-L-007917-26,L1,ExParte Order,2026-03-19,K7K,1000.0,stated_total,1000.0,pattern_3,1.0,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-007919-26,L1,Order,2026-04-17,L7S,2321.22,arrears,1580.22,pattern_1,1.47,"April 13, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007928-26,L1,Order,2026-04-09,M3A,17196.83,arrears,1721.91,pattern_1,9.99,"April 2, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007963-26,L1,ExParte Order,2026-04-07,L6T,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-007967-26,L1,Order,2026-04-23,M9A,,,,,,"April 9, 2026",False,,,,,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-008022-26,L1,Order,2026-04-13,P2A,666.0,ambiguous-max,1046.0,pattern_2,0.64,"April 1, 2026",False,,,,,False,text,"found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-008025-26,L1,Order,2026-04-08,M4C,,,,,,"April 2, 2026",True,True,False,False,,True,text,no dollar amount found
LTB-L-008027-26,L1,Order,2026-04-10,M6H,2955.0,arrears,985.0,pattern_1,3.0,"April 8, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008049-26,L1,Amended Order,2026-05-20,N7L,10511.83,arrears,,,,"April 2, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008050-26,L1,Order,2026-04-24,M1P,642.39,arrears,1657.74,pattern_2,0.39,"April 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008068-26,L1,Order,2026-04-23,P9A,2637.0,arrears,604.0,pattern_1,4.37,"April 7, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008078-26,L1,Order,2026-04-16,M1P,4593.5,arrears,2203.75,pattern_1,2.08,"April 13, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008087-26,L1,ExParte Order,2026-04-10,M1P,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008148-26,L1,Order,2026-04-30,P6A,7886.0,arrears,1100.0,pattern_1,7.17,"April 28, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008181-26,L1,ExParte Order,2026-03-30,M3N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008184-26,L1,ExParte Order,2026-03-27,M3N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008204-26,L1,ExParte Order,2026-02-11,M9B,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008210-26,L1,Order,2026-03-13,K2P,6276.0,arrears,1218.0,pattern_1,5.15,"February 24, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008214-26,L1,ExParte Order,2026-03-04,N6H,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008235-26,L1,Order,2026-04-09,L1J,5686.0,arrears,,,,"April 2, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008236-26,L1,Order,2026-04-29,L3C,12124.05,arrears,2089.05,pattern_2,5.8,"April 21, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008243-26,L1,Order,2026-04-14,L8H,1886.0,arrears,1700.0,pattern_1,1.11,"April 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008269-26,L1,ExParte Order,2026-03-26,N3R,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008288-26,L1,ExParte Order,2026-02-05,M3N,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008305-26,L1,Order,2026-04-15,N3S,7797.19,arrears,,,,"April 7, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008317-26,L1,Order,2026-04-16,N6H,5489.22,arrears,,,,"April 13, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008350-26,L1,Order,2026-04-24,M3J,3709.14,arrears,1067.06,pattern_1,3.48,"April 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008355-26,L1,Order,2026-04-22,K1Z,4531.0,arrears,1435.0,pattern_1,3.16,"April 16, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008360-26,L1,ExParte Order,2026-04-09,M3J,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008379-26,L1,ExParte Order,2026-03-13,M3J,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008381-26,L1,Order,2026-04-13,L2V,60.0,ambiguous-max,,,,"April 8, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-008387-26,L1,Order,2026-04-09,N6J,8299.92,arrears,,,,"April 7, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008388-26,L1,Order,2026-05-28,M9N,4050.54,arrears,1288.0,pattern_1,3.14,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008393-26,L1,ExParte Order,2026-04-13,M4V,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008411-26,L1,Order,2026-04-20,N6G,6786.0,arrears,1600.0,pattern_2,4.24,"April 2, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008422-26,L1,Order,2026-04-20,N6B,9649.3,arrears,1560.55,pattern_2,6.18,"April 14, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008430-26,L1,Order,2026-04-10,M6J,20745.43,arrears,3300.0,pattern_1,6.29,"April 7, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008435-26,L1,Order,2026-04-29,K8V,,,,,,"April 20, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008442-26,L1,Order,2026-04-09,L9S,30890.6,arrears,2400.0,pattern_1,12.87,"April 2, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008448-26,L1,Order,2026-04-09,N3S,5470.0,arrears,,,,"April 7, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008466-26,L1,Order,2026-04-08,L8L,1551.29,arrears,1262.44,pattern_1,1.23,"April 2, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008475-26,L1,Order,2026-04-22,M3J,,,,,,"April 16, 2026",True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-008482-26,L1,Order,2026-04-13,L6K,14092.2,arrears,,,,"April 08, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008489-26,L1,Order,2026-04-10,L6X,8913.7,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008490-26,L1,Order,2026-04-17,K2H,19360.0,arrears,,,,"April 15, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008500-26,L1,Order,2026-04-17,M9A,7424.85,arrears,,,,"April 15, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008503-26,L1,Order,2026-04-21,M9A,28120.54,arrears,1513.09,pattern_1,18.58,"April 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008509-26,L1,ExParte Order,2026-04-09,N2M,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008511-26,L1,Order,2026-04-30,K1S,50.0,other,,,,"April 15, 2026",True,True,True,True,False,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-008538-26,L1,Order,2026-04-23,K1Z,1656.87,arrears,1470.87,pattern_1,1.13,"April 16, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008568-26,L1,Order,2026-04-23,L8N,,,,,,"April 20, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008599-26,L1,Order,2026-04-24,L8N,,,,,,"April 20, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008622-26,L1,Order,2026-05-25,L5A,19386.0,arrears,2400.0,pattern_1,8.08,"April 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008629-26,L1,Order,2026-04-17,L6T,4913.37,arrears,1000.0,pattern_1,4.91,"April 7, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008639-26,L1,Order,2026-04-17,L0S,8425.71,arrears,2500.0,pattern_1,3.37,"April 9, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008648-26,L1,Order,2026-04-23,M6K,4217.33,arrears,,,,"April 15, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008651-26,L1,Order,2026-04-20,N8A,10019.28,arrears,1900.0,pattern_1,5.27,"April 16, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008676-26,L1,Order,2026-04-15,M9M,1186.0,arrears,1000.0,pattern_1,1.19,"April 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008691-26,L1,Order,2026-04-13,M9M,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-008701-26,L1,Order,2026-04-13,P3E,,,,,,"April 7, 2026",False,,,,,True,text,no dollar amount found
LTB-L-008716-26,L1,ExParte Order,2026-02-20,M9N,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008733-26,L1,Order,2026-04-21,L9Y,251.52,arrears,2000.0,pattern_2,0.13,"April 7, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008748-26,L1,Order,2026-04-16,K7L,5104.12,arrears,,,,"April 14, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008758-26,L1,Order,2026-04-16,N6C,,,,,,"April 7, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008769-26,L1,Order,2026-03-27,K1N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008826-26,L1,Order,2026-04-15,N5V,1500.0,arrears,1233.89,pattern_2,1.22,"April 7, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008848-26,L1,Order,2026-04-23,N5V,6136.0,arrears,,,,"April 14, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008872-26,L1,Order,2026-04-20,L8L,8345.0,arrears,1018.0,pattern_1,8.2,"April 13, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008876-26,L1,Order,2026-04-29,M4C,,,,,,"April 23, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008879-26,L1,Order,2026-05-01,K8V,3608.12,arrears,1545.83,pattern_1,2.33,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008887-26,L1,ExParte Order,2026-04-07,L5C,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008895-26,L1,Order,2026-04-29,N2C,10248.88,arrears,1688.72,pattern_1,6.07,"April 23, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008897-26,L1,ExParte Order,2026-02-20,M4C,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008898-26,L1,ExParte Order,2026-04-16,M9N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008902-26,L1,Order,2026-04-20,L8P,9480.0,arrears,,,,"April 13, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008914-26,L1,Order,2026-05-05,M6B,,,,,,,True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-008919-26,L1,Order,2026-04-24,M6B,6732.02,arrears,1923.01,pattern_1,3.5,"April 13, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008934-26,L1,Order,2026-04-21,N6C,,,,,,"April 15, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-008948-26,L1,ExParte Order,2026-04-02,K1V,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-008952-26,L1,Order,2026-04-21,M5A,12158.0,arrears,771.0,pattern_1,15.77,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008954-26,L1,Order,2026-04-21,M9R,2701.27,arrears,1328.17,pattern_1,2.03,"April 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008972-25,L1,Review Order,2026-01-12,M1K,27185.66,arrears,2287.3,pattern_1,11.89,"January 8, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008981-26,L1,ExParte Order,2026-04-14,M4X,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-008984-26,L1,Order,2026-04-21,K7M,2486.47,arrears,858.23,pattern_1,2.9,"April 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008994-26,L1,Order,2026-04-14,M2R,4896.96,arrears,2295.0,pattern_1,2.13,"April 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009007-26,L1,Order,2026-05-28,M3C,,,,,,"April 8, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-009016-26,L1,Order,2026-04-29,M5V,,,2105.26,pattern_2,,,True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-009036-26,L1,ExParte Order,2026-04-02,L8R,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-009039-26,L1,ExParte Order,2026-04-13,M1J,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-009041-26,L1,Order,2026-04-13,L5R,5601.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009047-26,L1,Order,2026-04-23,M9P,14686.68,arrears,1740.25,pattern_1,8.44,"April 16, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009066-26,L1,Order,2026-04-22,M9W,,,,,,"April 16, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-009125-26,L1,Order,2026-02-25,M9V,6956.0,arrears,1330.0,pattern_2,5.23,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009134-26,L1,Order,2026-04-21,N1E,5447.18,arrears,2573.5,pattern_2,2.12,"April 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009141-26,L1,Order,2026-05-04,L4X,6316.32,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009144-26,L1,ExParte Order,2026-05-06,M4K,,,,,,"May 28, 2026",False,,,,,False,text,no dollar amount found
LTB-L-009172-26,L1,Order,2026-04-20,L7R,9495.72,arrears,2909.81,pattern_2,3.26,"April 14, 2026",True,True,False,True,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009188-26,L1,Order,2026-04-16,L5J,,,,,,"April 8, 2026",False,,,,,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-009244-26,L1,Order,2026-05-26,K4A,14186.0,arrears,2800.0,pattern_1,5.07,"May 11, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009256-26,L1,ExParte Order,2026-03-27,L5K,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-009259-26,L1,ExParte Order,2026-03-20,L5K,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-009285-26,L1,Order,2026-05-27,M4H,434.44,stated_total,,,,"April 22, 2026",True,True,True,True,False,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-009292-26,L1,Order,2026-04-13,K8V,700.0,arrears,1467.39,pattern_2,0.48,"April 8, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009329-26,L1,Order,2026-05-01,M4B,9698.24,arrears,,,,"April 22, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009337-26,L1,Order,2026-04-30,M9N,,,,,,"April 22, 2026",True,False,True,,False,False,text,no dollar amount found
LTB-L-009343-26,L1,Order,2026-04-14,L1G,2923.53,arrears,1199.0,pattern_1,2.44,"April 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009346-26,L1,Order,2026-04-15,L1G,2291.69,arrears,1034.0,pattern_2,2.22,"April 8, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009362-26,L1,Order,2026-04-20,K1N,18127.0,arrears,1999.0,pattern_1,9.07,"April 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009367-26,L1,Order,2026-04-16,L4A,,,,,,"April 7, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-009426-26,L1,Order,2026-04-15,L1G,,,,,,"April 14, 2026",True,True,True,False,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-009428-26,L1,Order,2026-04-16,M4C,95.4,other,,,,"April 14, 2026",False,,,,,False,text,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-009463-26,L1,ExParte Order,2026-04-07,K8P,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-009492-26,L1,Order,2026-04-27,M5T,4108.12,arrears,1000.0,pattern_2,4.11,"April 16, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009498-26,L1,Order,2026-04-23,M5T,4836.0,arrears,775.0,pattern_1,6.24,"April 16, 2026",True,False,False,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009520-26,L1,Order,2026-04-17,P3C,17111.0,arrears,1150.0,pattern_1,14.88,"April 8, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009534-26,L1,Order,2026-04-21,L8G,21244.52,arrears,2750.0,pattern_2,7.73,"April 14, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009545-26,L1,Order,2026-04-22,N5W,3795.0,arrears,907.0,pattern_1,4.18,"April 8, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009589-26,L1,Order,2026-04-17,M6G,10243.55,arrears,1090.0,pattern_2,9.4,"April 13, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009634-26,L1,Order,2026-04-14,K1L,4012.0,arrears,1106.0,pattern_1,3.63,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009666-26,L1,Order,2026-04-15,N0G,5936.0,arrears,1550.0,pattern_1,3.83,"April 8, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
