file_number,category,doc_type,order_date,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-083897-25,L2,Order,2026-01-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t6iA0IAI/LTB-L-083897-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-082176-25,L2,Order,2026-03-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uw2naIAA/LTB-L-082176-25_HR.pdf,text,"[36.16, 1100.0, 650.0, 35.53, 36.16]",[],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-106246-25,L2,Order,2026-03-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vuu3bIAA/LTB-L-106246-25-HR - March 25 2026 cert.pdf,text,[],[],,,,no dollar amount found
LTB-L-069264-25,L2,Review Order,2026-01-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sFLRqIAO/LTB-L-069264-25-RV.pdf,text,[],[],,,,no dollar amount found
LTB-L-005120-26,L2,Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uzEkHIAU/LTB-L-005120-26 cert.pdf,text,[186.0],[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-092921-25,L2,Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uRHxaIAG/LTB-L-092921-25-HR - CERT.pdf,text,"[186.0, 186.0]",[186.0],186.0,stated_total,ing the application.  6. The total amount the Tenants must pay the Landlords is >>>$186.00<<<.  7. If the Tenants do not pay the Landlords the full amount owing on or before,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-100136-25,L2,Order,2026-03-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000urbPQIAY/LTB-L-100136-25.pdf,text,"[2000.0, 200.0]",[],2000.0,arrears,"ch 31, 2026.   2. The Tenants owe rent arrears to the Landlord in the amount of >>>$2,000.00<<<. The rent arrears  are up to Feb 28, 2026.   3. The Landlord will apply the las","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-016180-26,L2,Order,2026-05-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zwJdVIAU/LTB-L-016180-26.pdf,text,"[1819.47, 1500.0, 435.8]",[],1819.47,ambiguous-max,"tified that the Tenant was provided with compensation payment in the amount of  >>>$1,819.47<<< on February 20, 2026, by placing said payment into the Tenant’s mailbox. The  T","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-085578-25,L2,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wJt5uIAC/LTB-L-085578-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-008863-24,L2,Order,2026-01-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sIsvjIAC/LTB-L-008863-24-HR.pdf,text,"[1000.0, 1000.0]",[],1000.0,ambiguous-max,"or December 2025 and January  2026.  5. The Landlord shall return to the Tenant >>>$1,000.00<<< security deposit by February 28, 2026. If  the Landlord does return $1,000.00 b","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-101400-25,L2,Amended Order,2026-04-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xOd4gIAC/LTB-L-101400-25-HR-AM2.pdf,text,"[500.0, 2500.0, 2800.0, 500.0, 2800.0, 201.0, 2800.0, 1000.0, 500.0, 500.0, 2800.0, 1000.0, 201.0, 1000.0, 201.0, 1201.0]",[201.0],1000.0,arrears,"400-25-AM2      Order Page 4 of 4       5. The Tenant shall pay to the Landlord >>>$1,000.00<<<, which represents the reasonable out-of- pocket expenses the Landlord has incur",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-074646-25,L2,Order,2026-05-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z7tayIAA/LTB-T-066735-25;LTB-L-074646-25-HR.pdf,text,"[13.82, 420.25, 13.82, 10000.0, 5000.0, 5000.0]",[],5000.0,other,"providing vacant  possession of the rental unit on or before May 22, 2026. The >>>$5,000.00<<< shall be provided  to the Tenant following the Landlord's inspection confirming","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-108405-25,L2,ExParte Order,2026-05-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010DUkdIAG/LTB-L-108405-25-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-107398-25,L2,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wPiXVIA0/LTB-L-107398-25-HR - March 26 2026.doc.pdf,text,"[24.37, 741.2, 725.0, 53.6, 186.0, 24.37]",[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-084099-25,L2,Amended Order,2026-03-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vTS6iIAG/LTB-L-084099-25 - Amended Order.pdf,text,"[2000.0, 665.0, 186.0]",[186.0],2000.0,ambiguous-max,", and continuing until December 1, 2026, the Tenants shall  pay to the Landlord >>>$2,000.00<<<, in full and on time, on or before the first day of each month.      File Numbe","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-103923-25,L2,Order,2026-02-10,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t3PoiIAE/LTB-L-103923-25-PERSISTENT N8 dated February 10 2026 for hearing January 27, 2026 SH.pdf",text,"[1697.0, 186.0]",[],1697.0,stated_total,"failed to pay the rent on the date it was due.   2. The current monthly rent is >>>$1,697.00<<< due on the 1st day of each month.  The rent account  is up to date for the peri","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-045462-25,L2,Order,2026-04-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xLfauIAC/LTB-L-045462-25-WD.pdf,text,[],[],,,,no dollar amount found
LTB-L-007804-26,L2,Order,2026-05-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zcPYbIAM/LTB-L-007804-26-HR -CERT.pdf,text,"[6750.65, 8136.0, 6750.65, 3010.0, 8136.0, 6075.0, 186.0, 3200.0, 960.0, 3200.0, 2300.0, 2300.0, 350.0, 350.0, 1350.0, 3196.0, 960.0, 2300.0, 350.0, 186.0]","[2300.0, 350.0, 186.0]",3196.0,arrears,"ered that:  1. On or before June 30, 2026, the Tenant shall pay to the Landlord >>>$3,196.00<<< for the  following:  • Replacing the carpeting $960.00;  • Repainting the renta",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005332-24,L2,Order,2026-04-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x2p7iIAA/LTB-L-005332-24-HR - April 2 2026.pdf,text,"[735.0, 19110.56, 24.16, 735.0, 735.0, 150.62, 735.0, 735.0, 19110.56, 24.16, 885.62]",[],19110.56,arrears,"nt is terminated as of April 30, 2026.  6. The Tenant shall pay to the Landlord >>>$19,110.56<<<, which represents compensation for the  use of the unit from March 1, 2024 to A",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-060584-25,L2,Order,2026-05-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010Cvi3IAC/LTB-L-060584-25-HR.pdf,text,"[965.0, 5000.0, 186.0, 186.0]",[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-074052-25,L2,Order,2026-01-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rwqHUIAY/LTB-L-074052-25 HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-008922-26,L2,ExParte Order,2026-05-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010Y98QIAS/LTB-L-008922-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-061980-25,L2,Order,2026-01-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000smsYfIAI/LTB-L-061980-25-HR.pdf,text,"[6009.28, 1100.0, 186.0, 1100.0, 6009.28, 1100.0, 100.0, 1100.0, 186.0, 1286.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 86.0]",[186.0],1286.0,stated_total,"iling the application.  7. The total amount the Tenant must pay the Landlord is >>>$1,286.00<<<.  8. The Tenant shall pay the Landlord the amount set out n Paragraph 7 in acco","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-012072-24,L2,Review Order,2026-02-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tqeeZIAQ/LTB-L-012072-24-RV2 certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-085844-23,L2,Order,2026-04-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x3Lu6IAE/LTB-L-085844-23-HR - April 7 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-072082-25,L2,Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rRmJmIAK/LTB-L-072082-25_Consent - January 5 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-092426-25,L2,Order,2026-03-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wL1HXIA0/LTB-L-092426-25-L2- March 25 2026.pdf,text,"[21.37, 650.0, 7000.0, 650.0, 52.92, 7052.92, 3500.0, 3552.92]",[],3500.0,other,"Tenant $7,052.92, via bank draft in accordance with the  following schedule:  • >>>$3,500.00<<< on or before March 31, 2026, and  • $3,552.92 on or before April 18, 2026.  5.","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-109155-25,L2,Order,2026-03-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v3emYIAQ/LTB-L-109155-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-084363-25,L2,Order,2026-02-03,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tHWdJIAW/LTB-L-084363-25-HR.pdf,text,"[398.54, 638.22, 638.22, 186.0, 638.22, 186.0]",[186.0],638.22,arrears,"-084363-25      Order Page 4 of 4       2. The Tenant shall pay to the Landlord >>>$638.22<<<, which represents the reasonable out-of- pocket expenses the Landlord has incur",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-027797-25,L2,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w7Tk0IAE/LTB-L-027797-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-084805-25,L2,Order,2026-02-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tAKqbIAG/LTB-L-084805-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-083403-25,L2,Order,2026-01-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rhAC7IAM/LTB-L-083403-25-SIGN.pdf,text,"[266.0, 136.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 186.0]",[186.0],266.0,stated_total,it is ordered that: 1. The lawful monthly rent is >>>$266<<<5.00.  2. The Tenants shall pay to the Landlord $1365.00 on or before December 1,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-053894-25,L2,Order,2026-05-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zrLhYIAU/LTB-L-053894-25 - May 19 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-069871-25,L2,Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rKVsMIAW/LTB-L-069871-25-HR - January 5 2026 (1).pdf,text,"[186.0, 2620.0, 144.1, 186.0]",[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-008029-26,L2,Order,2026-04-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yQfZpIAK/LTB-L-008029-26_L2_2026 04 24.pdf,text,[],[],,,,no dollar amount found
LTB-L-106843-25,L2,Order,2026-02-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uLECbIAO/LTB-L-106843-25.pdf,text,[],[],,,,no dollar amount found
LTB-L-109092-25,L2,Order,2026-04-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xJyptIAC/LTB-L-109092-25 - April 13 2026.pdf,text,[186.0],[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-032915-26,L2,Order,2026-05-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zggxPIAQ/LTB-L-032915-26_L2_May-13-2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-099891-25,L2,Order,2026-05-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zFKwBIAW/3. STAMPED LTB-L-099891-25-HR - May 11 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-064944-25,L2,Review Order,2026-03-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vZ2EKIA0/LTB-L-064944-25-RV-HR2.pdf,text,[],[],,,,no dollar amount found
LTB-L-028000-26,L2,Order,2026-05-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010Op7RIAS/LTB-L-028000-26 cert.pdf,text,[250.0],[],250.0,stated_total,"heir consent.    It is agreed by the parties that:    A. Current lawful rent is >>>$250<<<0.00 and it is due on the first of the month.    On consent of the parties, it i","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-093204-25,L2,Order,2026-03-31,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wj6uJIAQ/LTB-L-093204-25_HR- Mar31-26-cert.pdf,text,"[1169.55, 1169.55, 1169.5]",[],1169.55,ambiguous-max,"e  time. The rental unit door was damaged, requiring a replacement door costing >>>$1,169.55<<<.   On September 22, 2025, the Tenant turned himself over to the police and the","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-085716-25,L2,Order,2026-02-18,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tvudoIAA/LTB-L-085716-25.pdf,text,"[186.0, 186.0]",[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-070577-25,L2,Order,2026-01-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s8qwtIAA/LTB-L-070577-25-HR.pdf,text,"[13300.56, 6118.2, 56.65, 1723.03, 186.0, 1600.0, 153.64, 8750.0, 6118.2, 56.65, 8750.0, 186.0, 1753.64, 13300.56]",[186.0],13300.56,stated_total,"owing by the Tenant.   9. The total amount the Tenant must pay the Landlord is >>>$13,300.56<<< less any amounts  previously paid.  10. If the Tenant does not pay the Landlord","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-109554-25,L2,Review Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yUeFNIA0/LTB-L-109554-25-RV certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-101838-25,L2,Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y5e0jIAA/LTB-L-101838-25-HR_cert.pdf,text,[],[],,,,no dollar amount found
LTB-L-058047-25,L2,Review Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uoxMRIAY/LTB-L-058047-25-RV - March 2 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-079618-25,L2,Order,2026-01-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sFOvoIAG/LTB-L-079618-25-HR - January 22 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-006282-26,L2,Order,2026-03-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vAMksIAG/LTB-L-006282-26 - March 16 2026.pdf,text,[186.0],[186.0],,,,only fee/rate/boilerplate amounts found
LTB-L-061056-25,L2,Order,2026-04-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y3mTyIAI/LTB-L-061056-25 April 16 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-003668-26,L2,Order,2026-02-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tUk4EIAS/LTB-L-003668-26 certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-078016-25,L2,Order,2026-01-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rY87uIAC/LTB-L-077989-25-HR.pdf,text,"[1160.0, 1160.0, 1200.0, 1160.0, 1160.0, 1160.0, 1160.0]",[],1200.0,ambiguous-max,"sation  as they were told that they (together) needed to increase their rent by >>>$1,200.00<<< per month  to satisfy the Landlord.  KH also stated that they all were very ner","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-087694-25,L2,Order,2026-01-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rtYTyIAM/LTB-L-087694-25-CERT.pdf,text,[186.0],[186.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-070110-25,L2,Order,2026-02-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tLMxAIAW/LTB-L-070110-25-HR.pdf,text,"[186.0, 186.0, 186.0]",[186.0],186.0,stated_total,iling the application.  5. The total amount the Tenant must pay the Landlord is >>>$186.00<<<.  6. If the Tenant does not pay the Landlord the full amount owing on or before,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-007291-26,L2,Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tZ8eHIAS/LTB-L-084682-25 & LTB-L-007291-26-L2 - Feb 9 2026.pdf,text,"[2716.0, 89.29, 2716.0, 11000.0, 11000.0, 5500.0, 5500.0, 89.29]",[],5500.0,ambiguous-max,"sum of $11,000.00  in accordance with the following schedule:   a. A payment of >>>$5,500.00<<< on or before May 31, 2026; and   b. A final payment of $5,500.00, on or before","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-054562-24,L2,Review Order,2026-05-01,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z2WK7IAM/LTB-L-054562-24-RV.pdf,text,[],[],,,,no dollar amount found
LTB-L-102882-25,L2,Order,2026-02-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uHG4xIAG/LTB-L-102882-25-HR CERT AM.pdf,text,"[35500.0, 115.07, 350.0, 186.0, 3500.0, 208.43, 3708.43, 186.0, 115.07]",[186.0],3708.43,other,"of the unit to the Landlord on or after March 18, 2026.   4. The Landlord owes >>>$3,708.43<<< which is the amount of the rent deposit and interest on the  rent deposit plus","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-077900-25,L2,Order,2026-01-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sYgqfIAC/LTB-L-077900-25 Consent Order January 23 2026 Amended Certf..pdf,text,"[900.0, 29.59, 900.0, 29.59]",[],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-055284-25,L2,Order,2026-01-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sn4TLIAY/LTB-L-055284-25-FR.pdf,text,[],[],,,,no dollar amount found
LTB-L-096940-25,L2,Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000upWu7IAE/LTB-L-096940-25_March 6 2026.pdf,text,"[956.9, 31.46, 2000.0]",[],2000.0,other,"it keys to the Landlord and  in exchange the Landlord will provide a payment of >>>$2,000.00<<< to the Tenants at the time  the keys are returned.  7. If the Landlord does not","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-105500-25,L4,Order,2026-02-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tUXFBIA4/LTB-L-105500-25-SA - February 6 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-016216-26,L4,ExParte Order,2026-02-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uZbneIAC/LTB-L-016216-26-EX.pdf,text,"[486.0, 10886.0, 530.9, 62.47, 1900.0, 4117.59, 62.47, 530.9, 3586.69, 62.47, 4117.59, 62.47]",[10886.0],4117.59,arrears,"andlords on or after March 11, 2026.  5. The Tenants shall pay to the Landlords >>>$4,117.59<<<. (Less any payments made by the  Tenants after this application was filed on Fe",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000609-26,L4,ExParte Order,2026-01-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rebC1IAI/LTB-L-000609-26-EX - January 12 2026.pdf,text,"[5136.0, 5136.0, 990.0, 54.25, 1650.0, 4690.14, 54.25, 5136.0, 651.0, 0.0, 990.0, 106.86, 54.25, 4690.14, 54.25]",[5136.0],5136.0,arrears,"Period  Amount  Amount owing from previous  order   Up to December 31, 2025     >>>$5,136.00<<<     New Arrears     January 1, 2026 to January  12, 2026     $651.00  New NSF c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004218-26,L4,Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ucB2GIAU/LTB-L-004218-26-SA.pdf,text,"[3199.66, 3199.66, 500.0, 500.0, 500.0, 500.0, 500.0, 699.66]",[],3199.66,arrears,"lled and replaced with the following:  4. The Tenants shall pay to the Landlord >>>$3,199.66<<< as follows:     File Number: LTB-L-004218-26-SA      Order Page 2 of 3       •",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003696-26,L4,Order,2026-04-01,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wl4y9IAA/LTB-L-003696-26_SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-016960-26,L4,Order,2026-04-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xkDObIAM/LTB-L-016960-26-SA.pdf,text,"[6200.13, 1313.28, 4448.85, 3165.44]",[],6200.13,arrears,"Soke, attended the hearing.  Determinations:  1. The Tenants owed the Landlord >>>$6,200.13<<< in arrears and costs to the end of January  2026.  The Tenants were ordered to","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-004070-26,L4,Order,2026-02-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tyz2XIAQ/LTB-L-004070-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-002084-26,L4,ExParte Order,2026-01-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rzH3pIAE/LTB-L-002084-26.pdf,text,"[1322.04, 1000.0, 4071.18, 1296.22, 1297.04, 43.46, 1322.04, 665.31, 43.46, 1296.22, 1297.04, 17.01, 43.46, 665.31, 43.46]","[4071.18, 665.31]",1296.22,arrears,"eriod  Amount  Amount owing from previous  order   Up to September 30, 2025     >>>$1,296.22<<<     New Arrears     November 1, 2025, to January  14, 2026     $(647.48)     Le",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-025048-26,L4,ExParte Order,2026-03-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wCSOxIAO/LTB-L-025048-26-EX.pdf,text,"[2253.95, 4082.92, 2304.22, 2198.98, 74.1, 2253.95, 1783.37, 74.1, 2304.22, 1778.4, 2198.98, 100.27, 74.1, 1783.37, 74.1]",[],2304.22,arrears,"eriod  Amount  Amount owing from previous  order   Up to September 30, 2024     >>>$2,304.22<<<     New Arrears     March 1, 2026, to March 24,  2026     $1,778.40     Less th",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004210-26,L4,ExParte Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tbgWrIAI/LTB-L-004210-26-EX.pdf,text,"[7391.71, 7391.71, 2450.0, 80.55, 2450.0, 8032.57, 80.55, 7391.71, 3174.95, 2450.0, 84.09, 80.55, 8032.57, 80.55]",[7391.71],8032.57,arrears,"ndlord on or after February 21, 2026.  5. The Tenants shall pay to the Landlord >>>$8,032.57<<<*. (Less any payments made by the  Tenants after this application was filed on J",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092150-25,L4,Order,2026-01-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sAtYqIAK/LTB-L-092150-25-SA - January 16 2026.pdf,text,"[2986.0, 175.0, 700.0, 8061.0, 300.0]",[],8061.0,arrears,"2025 and January 2026.  The arrears owing as of the date of this  hearing were >>>$8,061.00<<<.    5. The Tenant stated that at the time she consented to the prior repayment","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-017755-26,L4,ExParte Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000umvQMIAY/LTB-L-017755-26-EX.pdf,text,"[800.0, 3695.66, 3295.66, 57.06, 1735.7, 6581.18, 57.06, 3295.66, 3285.52, 57.06, 6581.18, 57.06]",[3695.66],6581.18,arrears,"Landlord on or after March 14, 2026.  5. The Tenants shall pay to the Landlord >>>$6,581.18<<<*. (Less any payments made by the  Tenants after this application was filed on F",found in operative 'It is ordered that' section; matched expected keyword for category
